ko	Genes
ko:K03661	Tco_011842
ko:K15336	Tco_011843
ko:K08504	Tco_011844
ko:K15443	Tco_011845
ko:K12385	Tco_011847
ko:K18464	Tco_011849
ko:K12737	Tco_011850
ko:K09068	Tco_011851
ko:K14649	Tco_011852
ko:K00031	Tco_011856
ko:K01873	Tco_011857
ko:K06633	Tco_011858
ko:K13110	Tco_011859
ko:K19029	Tco_011860
ko:K13719	Tco_011861
ko:K05545	Tco_011862
ko:K11407	Tco_011863
ko:K00273	Tco_011864
ko:K16582	Tco_011864
ko:K00272	Tco_011864
ko:K14840	Tco_011865
ko:K18595	Tco_011870
ko:K01679	Tco_011871
ko:K04803	Tco_011872
ko:K05312	Tco_011872
ko:K04803	Tco_011874
ko:K05312	Tco_011874
ko:K04804	Tco_011875
ko:K08703	Tco_011878
ko:K08694	Tco_011883
ko:K22197	Tco_011884
ko:K04460	Tco_011886
ko:K11800	Tco_011886
ko:K03515	Tco_011887
ko:K18050	Tco_011888
ko:K22072	Tco_011889
ko:K06115	Tco_011890
ko:K06115	Tco_011891
ko:K10886	Tco_011893
ko:K08739	Tco_011895
ko:K12829	Tco_011896
ko:K14795	Tco_011897
ko:K03172	Tco_011898
ko:K03173	Tco_011898
ko:K03174	Tco_011898
ko:K03174	Tco_011900
ko:K09848	Tco_011900
ko:K01785	Tco_011901
ko:K03635	Tco_011902
ko:K01895	Tco_011903
ko:K20362	Tco_011905
ko:K04079	Tco_011906
ko:K14774	Tco_011908
ko:K11853	Tco_011909
ko:K20175	Tco_011910
ko:K03000	Tco_011911
ko:K13667	Tco_011912
ko:K13049	Tco_011913
ko:K00030	Tco_011914
ko:K07944	Tco_011915
ko:K07048	Tco_011916
ko:K04663	Tco_011919
ko:K04669	Tco_011919
ko:K16620	Tco_011919
ko:K16621	Tco_011919
ko:K16621	Tco_011920
ko:K20177	Tco_011921
ko:K20183	Tco_011921
ko:K13358	Tco_011923
ko:K02207	Tco_011940
ko:K05038	Tco_011941
ko:K02262	Tco_011966
ko:K02261	Tco_011967
ko:K20181	Tco_011971
ko:K13151	Tco_011974
ko:K01016	Tco_012001
ko:K14443	Tco_012012
ko:K07870	Tco_012013
ko:K02957	Tco_012014
ko:K00771	Tco_012015
ko:K05016	Tco_012016
ko:K06944	Tco_012017
ko:K00803	Tco_012026
ko:K04640	Tco_012029
ko:K22381	Tco_012031
ko:K14289	Tco_012033
ko:K16453	Tco_012034
ko:K12873	Tco_012035
ko:K07912	Tco_012036
ko:K20406	Tco_012038
ko:K20406	Tco_012039
ko:K21988	Tco_012040
ko:K21988	Tco_012041
ko:K07511	Tco_012044
ko:K01872	Tco_012053
ko:K00665	Tco_012056
ko:K00665	Tco_012058
ko:K00665	Tco_012061
ko:K00665	Tco_012062
ko:K00665	Tco_012064
ko:K00665	Tco_012066
ko:K00665	Tco_012068
ko:K00665	Tco_012070
ko:K00665	Tco_012071
ko:K00665	Tco_012073
ko:K00665	Tco_012074
ko:K00665	Tco_012075
ko:K00665	Tco_012077
ko:K14717	Tco_012078
ko:K09270	Tco_012086
ko:K18435	Tco_012086
ko:K13091	Tco_012093
ko:K10695	Tco_012095
ko:K21878	Tco_012096
ko:K21878	Tco_012097
ko:K15272	Tco_012099
ko:K11801	Tco_012100
ko:K13023	Tco_012101
ko:K10410	Tco_012103
ko:K19327	Tco_012104
ko:K08601	Tco_012105
ko:K00413	Tco_012111
ko:K05696	Tco_012113
ko:K04082	Tco_012117
ko:K15151	Tco_012117
ko:K07059	Tco_012119
ko:K12194	Tco_012121
ko:K11600	Tco_012123
ko:K01469	Tco_012124
ko:K19871	Tco_012125
ko:K10053	Tco_012139
ko:K13348	Tco_012141
ko:K16194	Tco_012144
ko:K16194	Tco_012145
ko:K16196	Tco_012145
ko:K16196	Tco_012146
ko:K03251	Tco_012162
ko:K21952	Tco_012166
ko:K03331	Tco_012174
ko:K05849	Tco_012175
ko:K01206	Tco_012178
ko:K04532	Tco_012179
ko:K11087	Tco_012183
ko:K05305	Tco_012184
ko:K02183	Tco_012188
ko:K17935	Tco_012189
ko:K15235	Tco_012190
ko:K03253	Tco_012194
ko:K01681	Tco_012196
ko:K02257	Tco_012197
ko:K05757	Tco_012200
ko:K18258	Tco_012201
ko:K14775	Tco_012204
ko:K10767	Tco_012205
ko:K03540	Tco_012206
ko:K01227	Tco_012207
ko:K07843	Tco_012208
ko:K07189	Tco_012214
ko:K22069	Tco_012215
ko:K01102	Tco_012218
ko:K07595	Tco_012225
ko:K09035	Tco_012225
ko:K10630	Tco_012227
ko:K16194	Tco_012229
ko:K10637	Tco_012232
ko:K06530	Tco_012233
ko:K17441	Tco_012236
ko:K14343	Tco_012239
ko:K14343	Tco_012240
ko:K08827	Tco_012241
ko:K03943	Tco_012242
ko:K06093	Tco_012243
ko:K05289	Tco_012244
ko:K14309	Tco_012246
ko:K11086	Tco_012247
ko:K01462	Tco_012248
ko:K21626	Tco_012249
ko:K09866	Tco_012251
ko:K20305	Tco_012252
ko:K08202	Tco_012253
ko:K04952	Tco_012254
ko:K01302	Tco_012255
ko:K19348	Tco_012256
ko:K20096	Tco_012260
ko:K16677	Tco_012261
ko:K08042	Tco_012262
ko:K16677	Tco_012263
ko:K05330	Tco_012264
ko:K15360	Tco_012269
ko:K14946	Tco_012270
ko:K00995	Tco_012275
ko:K19948	Tco_012275
ko:K03955	Tco_012277
ko:K00967	Tco_012278
ko:K07556	Tco_012281
ko:K06963	Tco_012283
ko:K04854	Tco_012287
ko:K14555	Tco_012293
ko:K15149	Tco_012294
ko:K11417	Tco_012295
ko:K00011	Tco_012297
ko:K00555	Tco_012297
ko:K13524	Tco_012298
ko:K13524	Tco_012299
ko:K00274	Tco_012300
ko:K10583	Tco_012302
ko:K12881	Tco_012303
ko:K16449	Tco_012305
ko:K14325	Tco_012307
ko:K10949	Tco_012308
ko:K02333	Tco_012309
ko:K21894	Tco_012314
ko:K21958	Tco_012315
ko:K20526	Tco_012318
ko:K04988	Tco_012320
ko:K08266	Tco_012322
ko:K07561	Tco_012323
ko:K15112	Tco_012325
ko:K17908	Tco_012326
ko:K00600	Tco_012327
ko:K19684	Tco_012328
ko:K10872	Tco_012329
ko:K19347	Tco_012329
ko:K19347	Tco_012330
ko:K10771	Tco_012331
ko:K10841	Tco_012332
ko:K10747	Tco_012334
ko:K16679	Tco_012334
ko:K10345	Tco_012335
ko:K14848	Tco_012336
ko:K07541	Tco_012337
ko:K11728	Tco_012338
ko:K15438	Tco_012339
ko:K10773	Tco_012340
ko:K15029	Tco_012346
ko:K12823	Tco_012347
ko:K13178	Tco_012347
ko:K09646	Tco_012349
ko:K15326	Tco_012352
ko:K06694	Tco_012354
ko:K03035	Tco_012355
ko:K11064	Tco_012357
ko:K12195	Tco_012359
ko:K02130	Tco_012360
ko:K04392	Tco_012361
ko:K11253	Tco_012363
ko:K11495	Tco_012363
ko:K18441	Tco_012364
ko:K11855	Tco_012365
ko:K11253	Tco_012367
ko:K11495	Tco_012367
ko:K15621	Tco_012368
ko:K00567	Tco_012369
ko:K06269	Tco_012370
ko:K03877	Tco_012371
ko:K07820	Tco_012371
ko:K11838	Tco_012372
ko:K05627	Tco_012374
ko:K12844	Tco_012375
ko:K10352	Tco_012377
ko:K17751	Tco_012377
ko:K15001	Tco_012378
ko:K11137	Tco_012379
ko:K14834	Tco_012379
ko:K03950	Tco_012380
ko:K14015	Tco_012392
ko:K15216	Tco_012393
ko:K02923	Tco_012395
ko:K00415	Tco_012396
ko:K20176	Tco_012398
ko:K16938	Tco_012401
ko:K03267	Tco_012403
ko:K12304	Tco_012404
ko:K17455	Tco_012405
ko:K04364	Tco_012407
ko:K15192	Tco_012409
ko:K17710	Tco_012410
ko:K16862	Tco_012411
ko:K09561	Tco_012413
ko:K09402	Tco_012414
ko:K19513	Tco_012415
ko:K04695	Tco_012417
ko:K04701	Tco_012417
ko:K08336	Tco_012419
ko:K02427	Tco_012422
ko:K07204	Tco_012423
ko:K08518	Tco_012424
ko:K12837	Tco_012430
ko:K04432	Tco_012431
ko:K08873	Tco_012434
ko:K03652	Tco_012436
ko:K11479	Tco_012438
ko:K11481	Tco_012438
ko:K11155	Tco_012441
ko:K20027	Tco_012442
ko:K14429	Tco_012444
ko:K09379	Tco_012445
ko:K14427	Tco_012447
ko:K11519	Tco_012450
ko:K13989	Tco_012450
ko:K11087	Tco_012451
ko:K19758	Tco_012453
ko:K17619	Tco_012456
ko:K05285	Tco_012457
ko:K14396	Tco_012458
ko:K17584	Tco_012467
ko:K16812	Tco_012468
ko:K17584	Tco_012469
ko:K11438	Tco_012503
ko:K01597	Tco_012504
ko:K15280	Tco_012505
ko:K06106	Tco_012506
ko:K14213	Tco_012506
ko:K09502	Tco_012509
ko:K09503	Tco_012509
ko:K10447	Tco_012513
ko:K10361	Tco_012516
ko:K13516	Tco_012521
ko:K20135	Tco_012522
ko:K21442	Tco_012523
ko:K21814	Tco_012528
ko:K02328	Tco_012529
ko:K08040	Tco_012530
ko:K01148	Tco_012532
ko:K07809	Tco_012534
ko:K09678	Tco_012534
ko:K07809	Tco_012536
ko:K09678	Tco_012536
ko:K15108	Tco_012541
ko:K03323	Tco_012547
ko:K01069	Tco_012548
ko:K13349	Tco_012551
ko:K21749	Tco_012553
ko:K12580	Tco_012555
ko:K14777	Tco_012557
ko:K12834	Tco_012558
ko:K11275	Tco_012561
ko:K02857	Tco_012565
ko:K02857	Tco_012566
ko:K02267	Tco_012570
ko:K14662	Tco_012573
ko:K02998	Tco_012574
ko:K02998	Tco_012575
ko:K02883	Tco_012579
ko:K21442	Tco_012579
ko:K04718	Tco_012580
ko:K16471	Tco_012581
ko:K02449	Tco_012582
ko:K08857	Tco_012584
ko:K16944	Tco_012586
ko:K15424	Tco_012588
ko:K12460	Tco_012593
ko:K05925	Tco_012594
ko:K19765	Tco_012595
ko:K15623	Tco_012600
ko:K10408	Tco_012602
ko:K10408	Tco_012603
ko:K13780	Tco_012604
ko:K08622	Tco_012606
ko:K00364	Tco_012607
ko:K06129	Tco_012608
ko:K20301	Tco_012610
ko:K01132	Tco_012611
ko:K08465	Tco_012612
ko:K08466	Tco_012612
ko:K19952	Tco_012613
ko:K11723	Tco_012617
ko:K07847	Tco_012618
ko:K19919	Tco_012619
ko:K19919	Tco_012620
ko:K19919	Tco_012622
ko:K04676	Tco_012624
ko:K13145	Tco_012624
ko:K17509	Tco_012626
ko:K15181	Tco_012627
ko:K10302	Tco_012628
ko:K17637	Tco_012632
ko:K17637	Tco_012633
ko:K11841	Tco_012634
ko:K13958	Tco_012634
ko:K13239	Tco_012636
ko:K17964	Tco_012636
ko:K00653	Tco_012638
ko:K08956	Tco_012642
ko:K14790	Tco_012643
ko:K18749	Tco_012644
ko:K01092	Tco_012647
ko:K16600	Tco_012653
ko:K02146	Tco_012654
ko:K01251	Tco_012655
ko:K16742	Tco_012656
ko:K01768	Tco_012658
ko:K21754	Tco_012660
ko:K04682	Tco_012661
ko:K06620	Tco_012661
ko:K13157	Tco_012661
ko:K20210	Tco_012664
ko:K15559	Tco_012665
ko:K16587	Tco_012666
ko:K10685	Tco_012667
ko:K03011	Tco_012668
ko:K05726	Tco_012670
ko:K16832	Tco_012670
ko:K14724	Tco_012673
ko:K01537	Tco_012674
ko:K10419	Tco_012676
ko:K20221	Tco_012678
ko:K20222	Tco_012678
ko:K21797	Tco_012679
ko:K00254	Tco_012680
ko:K13177	Tco_012681
ko:K08704	Tco_012685
ko:K21871	Tco_012687
ko:K18621	Tco_012689
ko:K22128	Tco_012694
ko:K01065	Tco_012695
ko:K01065	Tco_012696
ko:K10308	Tco_012697
ko:K02516	Tco_012698
ko:K13181	Tco_012701
ko:K09611	Tco_012702
ko:K03264	Tco_012703
ko:K13249	Tco_012706
ko:K12875	Tco_012708
ko:K14169	Tco_012710
ko:K04799	Tco_012711
ko:K08808	Tco_012712
ko:K09550	Tco_012715
ko:K09585	Tco_012716
ko:K00759	Tco_012717
ko:K14004	Tco_012718
ko:K20050	Tco_012718
ko:K08073	Tco_012719
ko:K02737	Tco_012726
ko:K03936	Tco_012727
ko:K10704	Tco_012728
ko:K18399	Tco_012730
ko:K18399	Tco_012731
ko:K13046	Tco_012732
ko:K18399	Tco_012733
ko:K18399	Tco_012734
ko:K18399	Tco_012735
ko:K18399	Tco_012736
ko:K09257	Tco_012739
ko:K00953	Tco_012740
ko:K19604	Tco_012741
ko:K00310	Tco_012743
ko:K00799	Tco_012743
ko:K00310	Tco_012744
ko:K00799	Tco_012744
ko:K12830	Tco_012749
ko:K20291	Tco_012750
ko:K21456	Tco_012751
ko:K01183	Tco_012757
ko:K12323	Tco_012761
ko:K12323	Tco_012762
ko:K12323	Tco_012764
ko:K01769	Tco_012768
ko:K16573	Tco_012768
ko:K09848	Tco_012769
ko:K09849	Tco_012769
ko:K04233	Tco_012772
ko:K10846	Tco_012774
ko:K18914	Tco_012774
ko:K12462	Tco_012775
ko:K11366	Tco_012776
ko:K11166	Tco_012777
ko:K12177	Tco_012779
ko:K12047	Tco_012781
ko:K12316	Tco_012781
ko:K12316	Tco_012782
ko:K01409	Tco_012783
ko:K13957	Tco_012783
ko:K10443	Tco_012784
ko:K10457	Tco_012784
ko:K12175	Tco_012785
ko:K01307	Tco_012786
ko:K01307	Tco_012787
ko:K12175	Tco_012788
ko:K17988	Tco_012789
ko:K08880	Tco_012790
ko:K14845	Tco_012791
ko:K01047	Tco_012794
ko:K15627	Tco_012795
ko:K10427	Tco_012796
ko:K05542	Tco_012798
ko:K03842	Tco_012799
ko:K08292	Tco_012800
ko:K08959	Tco_012801
ko:K02992	Tco_012802
ko:K18628	Tco_012805
ko:K18631	Tco_012805
ko:K04218	Tco_012807
ko:K03504	Tco_012813
ko:K17412	Tco_012813
ko:K08414	Tco_012814
ko:K02925	Tco_012815
ko:K03966	Tco_012816
ko:K11852	Tco_012818
ko:K21343	Tco_012818
ko:K11852	Tco_012820
ko:K21343	Tco_012820
ko:K07207	Tco_012821
ko:K03165	Tco_012824
ko:K10282	Tco_012827
ko:K03022	Tco_012829
ko:K03022	Tco_012830
ko:K17868	Tco_012837
ko:K02981	Tco_012839
ko:K08852	Tco_012841
ko:K11715	Tco_012841
ko:K18412	Tco_012841
ko:K01047	Tco_012842
ko:K04403	Tco_012843
ko:K01183	Tco_012850
ko:K05210	Tco_012851
ko:K09140	Tco_012854
ko:K04739	Tco_012857
ko:K04739	Tco_012859
ko:K17922	Tco_012862
ko:K10401	Tco_012865
ko:K12471	Tco_012871
ko:K06843	Tco_012874
ko:K06843	Tco_012875
ko:K08501	Tco_012876
ko:K09580	Tco_012878
ko:K11463	Tco_012880
ko:K12485	Tco_012884
ko:K14557	Tco_012885
ko:K04658	Tco_012886
ko:K04658	Tco_012888
ko:K19179	Tco_012890
ko:K06094	Tco_012892
ko:K06642	Tco_012894
ko:K03860	Tco_012896
ko:K17769	Tco_012898
ko:K03860	Tco_012900
ko:K16738	Tco_012901
ko:K16739	Tco_012901
ko:K20398	Tco_012902
ko:K20398	Tco_012904
ko:K17573	Tco_012905
ko:K17573	Tco_012906
ko:K15033	Tco_012910
ko:K04346	Tco_012911
ko:K01414	Tco_012912
ko:K08202	Tco_012912
ko:K05647	Tco_012913
ko:K13354	Tco_012914
ko:K10577	Tco_012916
ko:K00106	Tco_012924
ko:K00106	Tco_012925
ko:K01745	Tco_012930
ko:K00432	Tco_012936
ko:K01131	Tco_012937
ko:K12374	Tco_012937
ko:K18222	Tco_012937
ko:K00452	Tco_012940
ko:K02138	Tco_012941
ko:K00016	Tco_012946
ko:K12373	Tco_012949
ko:K08675	Tco_012954
ko:K08171	Tco_012969
ko:K16343	Tco_012971
ko:K17928	Tco_012973
ko:K05035	Tco_012974
ko:K21914	Tco_012978
ko:K04975	Tco_012980
ko:K10669	Tco_012984
ko:K14801	Tco_012985
ko:K03691	Tco_012989
ko:K00849	Tco_012991
ko:K09328	Tco_012993
ko:K09328	Tco_012996
ko:K01756	Tco_013000
ko:K06276	Tco_013001
ko:K13212	Tco_013002
ko:K22414	Tco_013004
ko:K07928	Tco_013005
ko:K21121	Tco_013006
ko:K14545	Tco_013007
ko:K01875	Tco_013009
ko:K14821	Tco_013009
ko:K14404	Tco_013010
ko:K08537	Tco_013016
ko:K17823	Tco_013018
ko:K03165	Tco_013029
ko:K04097	Tco_013031
ko:K17531	Tco_013032
ko:K06727	Tco_013033
ko:K17341	Tco_013033
ko:K20049	Tco_013033
ko:K17531	Tco_013037
ko:K17531	Tco_013076
ko:K05412	Tco_013077
ko:K06704	Tco_013086
ko:K10630	Tco_013090
ko:K06571	Tco_013095
ko:K01016	Tco_013098
ko:K01025	Tco_013098
ko:K01016	Tco_013099
ko:K01016	Tco_013100
ko:K01016	Tco_013101
ko:K01016	Tco_013102
ko:K15698	Tco_013107
ko:K09037	Tco_013108
ko:K04430	Tco_013110
ko:K00894	Tco_013113
ko:K19683	Tco_013115
ko:K19679	Tco_013116
ko:K11275	Tco_013118
ko:K01435	Tco_013119
ko:K08069	Tco_013119
ko:K00471	Tco_013122
ko:K00474	Tco_013122
ko:K04405	Tco_013126
ko:K22470	Tco_013127
ko:K19787	Tco_013133
ko:K05643	Tco_013141
ko:K05643	Tco_013142
ko:K19951	Tco_013144
ko:K14570	Tco_013146
ko:K07914	Tco_013148
ko:K07914	Tco_013149
ko:K05948	Tco_013153
ko:K11143	Tco_013155
ko:K19025	Tco_013157
ko:K12404	Tco_013158
ko:K00901	Tco_013159
ko:K13577	Tco_013160
ko:K13577	Tco_013161
ko:K14304	Tco_013164
ko:K19951	Tco_013167
ko:K17658	Tco_013170
ko:K03671	Tco_013171
ko:K02157	Tco_013172
ko:K00591	Tco_013187
ko:K08735	Tco_013188
ko:K05692	Tco_013192
ko:K20638	Tco_013193
ko:K14852	Tco_013194
ko:K17926	Tco_013195
ko:K17497	Tco_013196
ko:K21813	Tco_013197
ko:K10412	Tco_013198
ko:K06767	Tco_013205
ko:K19511	Tco_013206
ko:K05412	Tco_013208
ko:K19685	Tco_013217
ko:K03103	Tco_013220
ko:K13907	Tco_013222
ko:K15118	Tco_013223
ko:K08963	Tco_013224
ko:K12891	Tco_013231
ko:K00699	Tco_013232
ko:K04628	Tco_013232
ko:K14971	Tco_013232
ko:K16535	Tco_013234
ko:K01016	Tco_013249
ko:K01565	Tco_013250
ko:K07414	Tco_013281
ko:K07418	Tco_013281
ko:K07419	Tco_013281
ko:K07422	Tco_013281
ko:K14985	Tco_013281
ko:K10352	Tco_013285
ko:K09228	Tco_013288
ko:K20796	Tco_013288
ko:K20796	Tco_013290
ko:K09228	Tco_013294
ko:K20796	Tco_013294
ko:K20796	Tco_013297
ko:K01007	Tco_013299
ko:K01007	Tco_013302
ko:K18709	Tco_013305
ko:K10882	Tco_013306
ko:K02899	Tco_013307
ko:K05294	Tco_013308
ko:K08069	Tco_013309
ko:K08069	Tco_013311
ko:K13806	Tco_013313
ko:K11455	Tco_013314
ko:K03107	Tco_013315
ko:K09557	Tco_013316
ko:K20181	Tco_013318
ko:K20181	Tco_013319
ko:K05692	Tco_013320
ko:K12182	Tco_013337
ko:K13150	Tco_013345
ko:K16353	Tco_013346
ko:K16353	Tco_013347
ko:K09404	Tco_013350
ko:K09404	Tco_013353
ko:K13951	Tco_013355
ko:K00121	Tco_013356
ko:K00591	Tco_013357
ko:K07934	Tco_013367
ko:K02935	Tco_013377
ko:K14721	Tco_013378
ko:K20474	Tco_013390
ko:K18630	Tco_013402
ko:K02258	Tco_013405
ko:K06532	Tco_013414
ko:K14708	Tco_013422
ko:K10801	Tco_013435
ko:K16547	Tco_013437
ko:K07414	Tco_013439
ko:K07418	Tco_013439
ko:K07419	Tco_013439
ko:K07422	Tco_013439
ko:K14708	Tco_013464
ko:K13241	Tco_013468
ko:K05210	Tco_013486
ko:K18757	Tco_013488
ko:K00657	Tco_013490
ko:K14994	Tco_013491
ko:K10694	Tco_013498
ko:K11214	Tco_013501
ko:K01866	Tco_013507
ko:K01866	Tco_013508
ko:K07945	Tco_013510
ko:K02677	Tco_013514
ko:K02677	Tco_013515
ko:K02677	Tco_013517
ko:K10581	Tco_013527
ko:K10581	Tco_013528
ko:K01598	Tco_013532
ko:K18183	Tco_013532
ko:K06096	Tco_013564
ko:K10707	Tco_013564
ko:K00710	Tco_013572
ko:K13240	Tco_013582
ko:K13241	Tco_013582
ko:K13242	Tco_013582
ko:K22420	Tco_013587
ko:K22420	Tco_013588
ko:K10849	Tco_013589
ko:K11136	Tco_013599
ko:K00844	Tco_013602
ko:K05181	Tco_013608
ko:K05175	Tco_013609
ko:K05175	Tco_013610
ko:K05731	Tco_013619
ko:K04669	Tco_013620
ko:K04669	Tco_013621
ko:K12737	Tco_013623
ko:K12385	Tco_013624
ko:K08825	Tco_013628
ko:K18669	Tco_013628
ko:K08825	Tco_013629
ko:K18669	Tco_013629
ko:K00213	Tco_013635
ko:K02580	Tco_013636
ko:K05313	Tco_013644
ko:K05313	Tco_013645
ko:K18399	Tco_013671
ko:K18399	Tco_013672
ko:K18399	Tco_013673
ko:K18399	Tco_013674
ko:K18399	Tco_013675
ko:K18723	Tco_013690
ko:K18723	Tco_013691
ko:K02580	Tco_013696
ko:K09174	Tco_013699
ko:K09174	Tco_013700
ko:K09174	Tco_013701
ko:K19953	Tco_013710
ko:K08892	Tco_013715
ko:K08892	Tco_013716
ko:K04715	Tco_013717
ko:K20185	Tco_013720
ko:K20185	Tco_013722
ko:K14294	Tco_013723
ko:K08828	Tco_013726
ko:K08829	Tco_013726
ko:K15443	Tco_013732
ko:K08504	Tco_013733
ko:K15336	Tco_013734
ko:K03661	Tco_013735
ko:K19581	Tco_013738
ko:K19581	Tco_013740
ko:K05125	Tco_013745
ko:K05906	Tco_013745
ko:K05125	Tco_013746
ko:K05906	Tco_013746
ko:K16745	Tco_013757
ko:K00738	Tco_013788
ko:K06240	Tco_013803
ko:K02184	Tco_013812
ko:K20631	Tco_013813
ko:K20631	Tco_013814
ko:K04482	Tco_013819
ko:K14462	Tco_013821
ko:K07195	Tco_013822
ko:K07195	Tco_013823
ko:K02184	Tco_013825
ko:K02184	Tco_013826
ko:K08507	Tco_013827
ko:K08507	Tco_013828
ko:K08507	Tco_013829
ko:K20007	Tco_013832
ko:K20007	Tco_013834
ko:K15187	Tco_013836
ko:K15187	Tco_013838
ko:K19985	Tco_013843
ko:K19985	Tco_013846
ko:K12567	Tco_013854
ko:K14721	Tco_013854
ko:K12567	Tco_013855
ko:K12567	Tco_013857
ko:K14721	Tco_013857
ko:K18412	Tco_013863
ko:K18412	Tco_013864
ko:K18412	Tco_013865
ko:K05613	Tco_013866
ko:K08601	Tco_013872
ko:K19327	Tco_013873
ko:K04950	Tco_013874
ko:K04950	Tco_013875
ko:K20704	Tco_013876
ko:K05038	Tco_013878
ko:K05038	Tco_013880
ko:K00665	Tco_013883
ko:K12866	Tco_013884
ko:K00665	Tco_013885
ko:K12866	Tco_013886
ko:K00665	Tco_013887
ko:K14693	Tco_013893
ko:K14167	Tco_013894
ko:K14693	Tco_013895
ko:K14167	Tco_013896
ko:K14405	Tco_013908
ko:K01332	Tco_013909
ko:K01335	Tco_013909
ko:K01332	Tco_013912
ko:K01335	Tco_013912
ko:K14405	Tco_013913
ko:K00933	Tco_013917
ko:K00934	Tco_013917
ko:K04977	Tco_013943
ko:K04978	Tco_013943
ko:K00103	Tco_013944
ko:K02177	Tco_013947
ko:K03685	Tco_013948
ko:K03685	Tco_013949
ko:K03685	Tco_013950
ko:K03685	Tco_013951
ko:K15106	Tco_013975
ko:K08678	Tco_013977
ko:K15106	Tco_013979
ko:K08678	Tco_013981
ko:K11981	Tco_013982
ko:K07369	Tco_014010
ko:K07369	Tco_014011
ko:K04911	Tco_014013
ko:K04911	Tco_014014
ko:K20288	Tco_014023
ko:K08675	Tco_014026
ko:K04611	Tco_014027
ko:K11290	Tco_014033
ko:K12567	Tco_014041
ko:K12567	Tco_014042
ko:K14721	Tco_014042
ko:K10801	Tco_014044
ko:K18334	Tco_014054
ko:K18334	Tco_014059
ko:K01519	Tco_014063
ko:K12343	Tco_014066
ko:K15865	Tco_014067
ko:K15865	Tco_014068
ko:K12343	Tco_014069
ko:K01519	Tco_014071
ko:K17797	Tco_014105
ko:K01634	Tco_014106
ko:K13095	Tco_014107
ko:K09584	Tco_014108
ko:K20217	Tco_014111
ko:K08855	Tco_014115
ko:K14554	Tco_014117
ko:K21032	Tco_014120
ko:K21032	Tco_014121
ko:K01077	Tco_014130
ko:K09303	Tco_014134
ko:K09311	Tco_014134
ko:K09303	Tco_014138
ko:K09311	Tco_014138
ko:K09373	Tco_014148
ko:K14996	Tco_014161
ko:K15448	Tco_014162
ko:K20242	Tco_014163
ko:K02936	Tco_014164
ko:K15139	Tco_014165
ko:K10608	Tco_014172
ko:K04650	Tco_014174
ko:K05948	Tco_014176
ko:K07914	Tco_014182
ko:K07914	Tco_014183
ko:K07914	Tco_014184
ko:K05742	Tco_014195
ko:K12040	Tco_014195
ko:K14722	Tco_014195
ko:K05742	Tco_014197
ko:K12040	Tco_014197
ko:K14722	Tco_014197
ko:K12821	Tco_014198
ko:K14079	Tco_014215
ko:K11655	Tco_014219
ko:K11655	Tco_014223
ko:K00548	Tco_014227
ko:K08490	Tco_014228
ko:K17889	Tco_014229
ko:K00548	Tco_014230
ko:K08490	Tco_014231
ko:K17889	Tco_014232
ko:K15433	Tco_014235
ko:K06826	Tco_014236
ko:K15433	Tco_014239
ko:K06826	Tco_014240
ko:K06826	Tco_014241
ko:K06826	Tco_014242
ko:K03026	Tco_014265
ko:K20858	Tco_014287
ko:K20858	Tco_014288
ko:K03685	Tco_014291
ko:K08136	Tco_014295
ko:K00121	Tco_014302
ko:K00121	Tco_014304
ko:K13951	Tco_014307
ko:K00121	Tco_014313
ko:K00121	Tco_014316
ko:K00121	Tco_014320
ko:K13951	Tco_014321
ko:K00049	Tco_014322
ko:K13403	Tco_014322
ko:K07376	Tco_014327
ko:K17087	Tco_014336
ko:K22037	Tco_014338
ko:K22037	Tco_014340
ko:K22037	Tco_014341
ko:K22037	Tco_014343
ko:K01312	Tco_014352
ko:K08028	Tco_014360
ko:K09081	Tco_014360
ko:K09082	Tco_014360
ko:K18334	Tco_014375
ko:K15115	Tco_014376
ko:K12349	Tco_014386
ko:K12349	Tco_014388
ko:K08252	Tco_014391
ko:K09518	Tco_014394
ko:K22037	Tco_014397
ko:K18542	Tco_014398
ko:K18543	Tco_014398
ko:K00022	Tco_014400
ko:K21806	Tco_014401
ko:K00121	Tco_014406
ko:K00901	Tco_014409
ko:K14808	Tco_014415
ko:K03942	Tco_014416
ko:K13917	Tco_014416
ko:K16197	Tco_014423
ko:K14815	Tco_014424
ko:K19601	Tco_014431
ko:K02087	Tco_014439
ko:K03259	Tco_014442
ko:K20031	Tco_014444
ko:K08597	Tco_014445
ko:K11887	Tco_014458
ko:K10380	Tco_014469
ko:K17505	Tco_014472
ko:K03902	Tco_014476
ko:K19589	Tco_014478
ko:K07562	Tco_014481
ko:K06226	Tco_014482
ko:K08825	Tco_014483
ko:K18669	Tco_014483
ko:K16669	Tco_014518
ko:K09640	Tco_014521
ko:K01294	Tco_014523
ko:K07752	Tco_014523
ko:K17095	Tco_014524
ko:K17095	Tco_014525
ko:K17095	Tco_014527
ko:K17094	Tco_014527
ko:K02942	Tco_014530
ko:K00714	Tco_014536
ko:K00507	Tco_014539
ko:K01110	Tco_014547
ko:K06491	Tco_014554
ko:K17662	Tco_014570
ko:K17403	Tco_014579
ko:K01462	Tco_014581
ko:K07953	Tco_014581
ko:K03426	Tco_014585
ko:K05759	Tco_014631
ko:K05906	Tco_014634
ko:K05906	Tco_014635
ko:K13045	Tco_014637
ko:K13046	Tco_014637
