KOG	Genes
O	Tco_017428
A	Tco_017429
T	Tco_017431
J	Tco_017432
T	Tco_017433
A	Tco_017434
U	Tco_017435
K	Tco_017436
S	Tco_017441
A	Tco_017442
P	Tco_017443
P	Tco_017444
P	Tco_017445
P	Tco_017446
P	Tco_017447
P	Tco_017448
P	Tco_017449
P	Tco_017450
P	Tco_017451
P	Tco_017452
P	Tco_017453
P	Tco_017454
P	Tco_017455
S	Tco_017457
S	Tco_017459
S	Tco_017460
S	Tco_017461
S	Tco_017462
S	Tco_017463
P	Tco_017465
T	Tco_017481
S	Tco_017482
T	Tco_017483
L	Tco_017492
L	Tco_017493
L	Tco_017496
L	Tco_017497
L	Tco_017498
PT	Tco_017499
P	Tco_017500
P	Tco_017501
T	Tco_017502
S	Tco_017508
Z	Tco_017509
J	Tco_017510
S	Tco_017511
S	Tco_017512
I	Tco_017513
K	Tco_017515
G	Tco_017516
T	Tco_017517
T	Tco_017518
G	Tco_017520
K	Tco_017521
J	Tco_017523
T	Tco_017526
Q	Tco_017527
S	Tco_017528
L	Tco_017529
I	Tco_017530
S	Tco_017531
H	Tco_017532
T	Tco_017533
K	Tco_017534
T	Tco_017537
TZ	Tco_017539
S	Tco_017540
U	Tco_017541
S	Tco_017542
W	Tco_017543
O	Tco_017544
C	Tco_017545
L	Tco_017547
OT	Tco_017549
K	Tco_017554
S	Tco_017555
O	Tco_017556
KLT	Tco_017557
A	Tco_017558
A	Tco_017560
J	Tco_017561
S	Tco_017562
D	Tco_017563
K	Tco_017564
I	Tco_017565
K	Tco_017568
K	Tco_017571
T	Tco_017572
Q	Tco_017573
K	Tco_017574
S	Tco_017575
S	Tco_017576
U	Tco_017578
S	Tco_017580
S	Tco_017582
G	Tco_017583
G	Tco_017584
G	Tco_017585
S	Tco_017587
S	Tco_017588
O	Tco_017589
S	Tco_017590
I	Tco_017591
I	Tco_017592
F	Tco_017593
S	Tco_017595
S	Tco_017596
S	Tco_017597
C	Tco_017598
C	Tco_017599
L	Tco_017600
S	Tco_017602
PT	Tco_017604
A	Tco_017605
K	Tco_017606
K	Tco_017609
S	Tco_017612
U	Tco_017614
U	Tco_017615
A	Tco_017616
K	Tco_017617
Q	Tco_017620
Q	Tco_017621
Q	Tco_017622
Q	Tco_017623
Z	Tco_017624
J	Tco_017625
S	Tco_017626
S	Tco_017627
F	Tco_017628
T	Tco_017629
I	Tco_017630
J	Tco_017631
J	Tco_017632
S	Tco_017633
P	Tco_017635
A	Tco_017636
UZ	Tco_017637
S	Tco_017638
E	Tco_017640
A	Tco_017641
K	Tco_017642
O	Tco_017644
A	Tco_017645
Z	Tco_017646
UY	Tco_017647
K	Tco_017648
S	Tco_017650
S	Tco_017651
H	Tco_017654
O	Tco_017655
T	Tco_017657
Q	Tco_017658
S	Tco_017661
L	Tco_017662
I	Tco_017663
K	Tco_017666
C	Tco_017667
K	Tco_017670
S	Tco_017677
G	Tco_017684
T	Tco_017697
S	Tco_017701
J	Tco_017712
M	Tco_017713
K	Tco_017714
K	Tco_017717
O	Tco_017718
K	Tco_017719
TU	Tco_017721
S	Tco_017722
S	Tco_017723
S	Tco_017724
M	Tco_017725
S	Tco_017726
Q	Tco_017727
PT	Tco_017728
F	Tco_017729
H	Tco_017731
H	Tco_017733
DO	Tco_017734
BD	Tco_017738
BD	Tco_017743
M	Tco_017747
M	Tco_017749
M	Tco_017750
M	Tco_017751
M	Tco_017753
M	Tco_017755
E	Tco_017757
Z	Tco_017758
A	Tco_017759
O	Tco_017760
E	Tco_017761
E	Tco_017762
S	Tco_017763
D	Tco_017764
D	Tco_017765
K	Tco_017766
S	Tco_017769
TZ	Tco_017770
H	Tco_017771
T	Tco_017772
S	Tco_017773
C	Tco_017775
G	Tco_017776
A	Tco_017778
O	Tco_017779
S	Tco_017780
P	Tco_017781
L	Tco_017782
S	Tco_017783
S	Tco_017784
S	Tco_017785
O	Tco_017787
I	Tco_017789
S	Tco_017790
O	Tco_017791
A	Tco_017792
S	Tco_017793
T	Tco_017795
T	Tco_017796
J	Tco_017797
O	Tco_017798
S	Tco_017800
O	Tco_017801
BT	Tco_017802
DO	Tco_017803
P	Tco_017804
G	Tco_017805
DT	Tco_017806
Z	Tco_017807
T	Tco_017808
P	Tco_017809
T	Tco_017810
E	Tco_017816
S	Tco_017818
E	Tco_017820
S	Tco_017821
K	Tco_017822
D	Tco_017823
D	Tco_017824
E	Tco_017826
U	Tco_017827
J	Tco_017828
J	Tco_017829
S	Tco_017831
IO	Tco_017832
A	Tco_017835
K	Tco_017836
S	Tco_017837
S	Tco_017838
S	Tco_017839
S	Tco_017840
S	Tco_017841
S	Tco_017842
S	Tco_017843
T	Tco_017844
K	Tco_017846
K	Tco_017847
K	Tco_017848
S	Tco_017851
T	Tco_017852
S	Tco_017853
S	Tco_017854
P	Tco_017855
O	Tco_017856
S	Tco_017857
I	Tco_017858
D	Tco_017859
O	Tco_017860
O	Tco_017861
S	Tco_017862
C	Tco_017864
C	Tco_017865
Q	Tco_017866
K	Tco_017867
S	Tco_017868
O	Tco_017869
K	Tco_017870
K	Tco_017871
S	Tco_017872
H	Tco_017873
S	Tco_017874
S	Tco_017875
I	Tco_017876
I	Tco_017877
TU	Tco_017878
E	Tco_017879
K	Tco_017880
O	Tco_017884
A	Tco_017885
TV	Tco_017887
T	Tco_017888
A	Tco_017889
J	Tco_017890
K	Tco_017892
U	Tco_017897
A	Tco_017898
T	Tco_017899
J	Tco_017903
T	Tco_017907
Z	Tco_017909
A	Tco_017910
G	Tco_017911
F	Tco_017912
O	Tco_017913
UY	Tco_017914
U	Tco_017915
T	Tco_017916
O	Tco_017917
K	Tco_017918
A	Tco_017919
I	Tco_017920
T	Tco_017921
S	Tco_017922
S	Tco_017923
G	Tco_017925
S	Tco_017926
V	Tco_017927
A	Tco_017928
S	Tco_017929
K	Tco_017930
S	Tco_017931
G	Tco_017933
K	Tco_017934
U	Tco_017936
E	Tco_017937
O	Tco_017938
C	Tco_017939
S	Tco_017940
E	Tco_017941
T	Tco_017942
O	Tco_017943
I	Tco_017944
I	Tco_017945
E	Tco_017946
T	Tco_017947
K	Tco_017948
K	Tco_017949
O	Tco_017950
K	Tco_017951
O	Tco_017952
S	Tco_017953
O	Tco_017955
O	Tco_017956
G	Tco_017957
U	Tco_017958
C	Tco_017959
L	Tco_017960
K	Tco_017961
O	Tco_017962
T	Tco_017964
A	Tco_017965
O	Tco_017966
H	Tco_017968
S	Tco_017969
B	Tco_017971
O	Tco_017972
DKT	Tco_017973
S	Tco_017974
K	Tco_017975
S	Tco_017976
O	Tco_017979
O	Tco_017980
O	Tco_017981
I	Tco_017982
TV	Tco_017985
B	Tco_017986
PT	Tco_017987
P	Tco_017988
P	Tco_017989
S	Tco_017990
D	Tco_017991
O	Tco_017992
T	Tco_017993
K	Tco_017994
S	Tco_017995
O	Tco_017996
K	Tco_017997
S	Tco_017998
C	Tco_018000
J	Tco_018001
T	Tco_018002
I	Tco_018004
Z	Tco_018005
L	Tco_018006
I	Tco_018007
UZ	Tco_018009
A	Tco_018010
K	Tco_018011
T	Tco_018012
T	Tco_018013
S	Tco_018014
K	Tco_018015
E	Tco_018016
U	Tco_018017
ADK	Tco_018018
G	Tco_018019
U	Tco_018020
J	Tco_018021
K	Tco_018023
ADK	Tco_018026
O	Tco_018028
S	Tco_018030
S	Tco_018031
T	Tco_018033
K	Tco_018034
K	Tco_018035
S	Tco_018038
C	Tco_018039
S	Tco_018040
U	Tco_018041
C	Tco_018042
S	Tco_018044
K	Tco_018045
S	Tco_018047
S	Tco_018048
S	Tco_018049
S	Tco_018050
O	Tco_018051
O	Tco_018052
C	Tco_018053
T	Tco_018054
TU	Tco_018056
O	Tco_018057
P	Tco_018058
I	Tco_018059
L	Tco_018060
OT	Tco_018063
E	Tco_018064
O	Tco_018065
T	Tco_018066
S	Tco_018067
S	Tco_018068
G	Tco_018069
S	Tco_018070
O	Tco_018073
S	Tco_018074
T	Tco_018076
S	Tco_018078
S	Tco_018079
U	Tco_018081
T	Tco_018082
T	Tco_018087
K	Tco_018090
T	Tco_018091
J	Tco_018092
S	Tco_018093
D	Tco_018094
S	Tco_018096
O	Tco_018097
S	Tco_018098
T	Tco_018099
S	Tco_018100
T	Tco_018101
L	Tco_018102
A	Tco_018103
T	Tco_018104
S	Tco_018106
Z	Tco_018107
U	Tco_018109
S	Tco_018110
T	Tco_018111
W	Tco_018114
E	Tco_018115
S	Tco_018116
S	Tco_018117
J	Tco_018118
K	Tco_018119
T	Tco_018120
T	Tco_018121
L	Tco_018125
K	Tco_018137
O	Tco_018139
K	Tco_018143
K	Tco_018145
A	Tco_018149
K	Tco_018153
T	Tco_018154
L	Tco_018162
T	Tco_018163
K	Tco_018167
S	Tco_018169
L	Tco_018174
E	Tco_018177
E	Tco_018178
L	Tco_018192
L	Tco_018193
BD	Tco_018205
J	Tco_018207
L	Tco_018209
L	Tco_018214
K	Tco_018215
S	Tco_018217
U	Tco_018221
A	Tco_018229
S	Tco_018234
K	Tco_018235
W	Tco_018237
K	Tco_018244
S	Tco_018247
S	Tco_018248
BD	Tco_018251
L	Tco_018264
L	Tco_018270
L	Tco_018271
L	Tco_018295
L	Tco_018313
L	Tco_018316
S	Tco_018344
S	Tco_018359
D	Tco_018370
L	Tco_018374
BD	Tco_018382
U	Tco_018384
O	Tco_018386
J	Tco_018387
T	Tco_018392
E	Tco_018396
S	Tco_018400
S	Tco_018401
S	Tco_018402
S	Tco_018403
T	Tco_018408
S	Tco_018413
Z	Tco_018414
S	Tco_018415
S	Tco_018417
S	Tco_018426
K	Tco_018429
F	Tco_018439
I	Tco_018440
W	Tco_018441
W	Tco_018443
W	Tco_018444
K	Tco_018455
BD	Tco_018456
F	Tco_018458
C	Tco_018477
S	Tco_018481
O	Tco_018487
G	Tco_018489
KOT	Tco_018491
U	Tco_018492
A	Tco_018499
S	Tco_018502
T	Tco_018503
U	Tco_018506
J	Tco_018508
S	Tco_018509
G	Tco_018510
O	Tco_018512
Z	Tco_018514
L	Tco_018521
E	Tco_018522
S	Tco_018524
S	Tco_018525
S	Tco_018529
S	Tco_018531
L	Tco_018536
G	Tco_018539
S	Tco_018541
G	Tco_018542
Q	Tco_018543
Q	Tco_018545
B	Tco_018546
IQ	Tco_018547
K	Tco_018549
S	Tco_018550
S	Tco_018555
Q	Tco_018557
T	Tco_018558
S	Tco_018560
P	Tco_018561
T	Tco_018562
G	Tco_018567
S	Tco_018572
K	Tco_018578
S	Tco_018579
G	Tco_018582
G	Tco_018583
S	Tco_018584
K	Tco_018587
S	Tco_018588
K	Tco_018591
T	Tco_018595
S	Tco_018596
S	Tco_018602
S	Tco_018612
UY	Tco_018613
S	Tco_018614
K	Tco_018616
Q	Tco_018619
K	Tco_018621
S	Tco_018623
O	Tco_018626
S	Tco_018628
Z	Tco_018633
E	Tco_018636
E	Tco_018637
J	Tco_018638
C	Tco_018640
S	Tco_018641
C	Tco_018643
T	Tco_018645
K	Tco_018649
K	Tco_018650
E	Tco_018651
J	Tco_018652
EPT	Tco_018655
KMO	Tco_018657
T	Tco_018658
I	Tco_018660
O	Tco_018661
J	Tco_018662
K	Tco_018663
BK	Tco_018665
O	Tco_018666
Q	Tco_018669
J	Tco_018670
S	Tco_018671
S	Tco_018672
S	Tco_018673
S	Tco_018674
O	Tco_018677
S	Tco_018679
U	Tco_018680
A	Tco_018681
O	Tco_018682
G	Tco_018685
J	Tco_018686
L	Tco_018688
S	Tco_018689
S	Tco_018690
Y	Tco_018691
K	Tco_018692
F	Tco_018693
O	Tco_018694
DO	Tco_018695
S	Tco_018697
S	Tco_018698
O	Tco_018699
G	Tco_018700
T	Tco_018701
T	Tco_018702
S	Tco_018703
S	Tco_018705
S	Tco_018706
A	Tco_018709
O	Tco_018710
U	Tco_018711
O	Tco_018712
D	Tco_018713
V	Tco_018714
J	Tco_018715
J	Tco_018716
U	Tco_018717
T	Tco_018718
L	Tco_018719
S	Tco_018720
C	Tco_018722
J	Tco_018723
K	Tco_018724
K	Tco_018725
P	Tco_018726
EG	Tco_018727
S	Tco_018728
T	Tco_018730
O	Tco_018731
EIOV	Tco_018732
E	Tco_018733
S	Tco_018734
S	Tco_018735
S	Tco_018736
S	Tco_018737
S	Tco_018738
P	Tco_018739
S	Tco_018740
F	Tco_018740
T	Tco_018741
T	Tco_018742
O	Tco_018743
S	Tco_018745
M	Tco_018746
S	Tco_018747
K	Tco_018748
S	Tco_018749
KLT	Tco_018750
S	Tco_018751
E	Tco_018752
S	Tco_018753
A	Tco_018754
P	Tco_018755
T	Tco_018757
K	Tco_018758
S	Tco_018759
L	Tco_018760
GQ	Tco_018762
C	Tco_018763
S	Tco_018764
T	Tco_018768
T	Tco_018770
S	Tco_018772
S	Tco_018773
I	Tco_018774
BDL	Tco_018775
AD	Tco_018776
T	Tco_018777
O	Tco_018778
O	Tco_018779
T	Tco_018780
T	Tco_018789
T	Tco_018792
V	Tco_018793
S	Tco_018796
T	Tco_018797
T	Tco_018798
J	Tco_018799
T	Tco_018800
T	Tco_018801
T	Tco_018802
T	Tco_018803
T	Tco_018804
PT	Tco_018805
L	Tco_018806
I	Tco_018807
L	Tco_018808
S	Tco_018813
T	Tco_018814
G	Tco_018815
B	Tco_018816
K	Tco_018817
A	Tco_018818
C	Tco_018819
T	Tco_018820
S	Tco_018821
I	Tco_018822
I	Tco_018823
I	Tco_018824
P	Tco_018825
P	Tco_018826
DTZ	Tco_018827
DTZ	Tco_018828
I	Tco_018829
A	Tco_018831
O	Tco_018832
T	Tco_018835
S	Tco_018836
T	Tco_018837
I	Tco_018838
E	Tco_018839
G	Tco_018840
Z	Tco_018841
G	Tco_018842
T	Tco_018846
T	Tco_018848
S	Tco_018849
S	Tco_018851
S	Tco_018852
O	Tco_018853
F	Tco_018854
S	Tco_018855
U	Tco_018856
I	Tco_018857
I	Tco_018859
I	Tco_018860
S	Tco_018861
Z	Tco_018862
A	Tco_018863
L	Tco_018864
KL	Tco_018865
B	Tco_018866
S	Tco_018867
S	Tco_018868
T	Tco_018869
K	Tco_018870
K	Tco_018874
Q	Tco_018875
Q	Tco_018876
L	Tco_018878
S	Tco_018879
A	Tco_018881
Z	Tco_018882
J	Tco_018883
TU	Tco_018884
S	Tco_018885
K	Tco_018886
GOU	Tco_018887
A	Tco_018888
J	Tco_018889
J	Tco_018890
M	Tco_018891
M	Tco_018892
G	Tco_018893
G	Tco_018894
G	Tco_018895
S	Tco_018897
TU	Tco_018898
K	Tco_018899
G	Tco_018900
F	Tco_018901
S	Tco_018903
S	Tco_018904
O	Tco_018905
O	Tco_018906
O	Tco_018907
S	Tco_018908
P	Tco_018909
S	Tco_018910
S	Tco_018911
S	Tco_018912
E	Tco_018913
G	Tco_018914
O	Tco_018915
U	Tco_018916
J	Tco_018918
T	Tco_018919
C	Tco_018920
S	Tco_018921
S	Tco_018925
EPT	Tco_018926
EPT	Tco_018928
EPT	Tco_018929
S	Tco_018930
E	Tco_018931
A	Tco_018935
W	Tco_018938
O	Tco_018940
G	Tco_018941
Q	Tco_018942
S	Tco_018943
S	Tco_018944
Q	Tco_018946
A	Tco_018950
Z	Tco_018952
S	Tco_018953
S	Tco_018954
C	Tco_018955
PT	Tco_018956
T	Tco_018957
A	Tco_018958
T	Tco_018959
A	Tco_018960
A	Tco_018961
S	Tco_018962
K	Tco_018966
V	Tco_018967
P	Tco_018971
O	Tco_018972
Z	Tco_018973
S	Tco_018975
V	Tco_018979
T	Tco_018980
G	Tco_018981
O	Tco_018982
S	Tco_018983
T	Tco_018984
S	Tco_018985
S	Tco_018986
S	Tco_018987
F	Tco_018988
UZ	Tco_018989
S	Tco_018990
S	Tco_018991
O	Tco_018992
C	Tco_018993
DO	Tco_018994
T	Tco_018995
S	Tco_018996
S	Tco_019000
C	Tco_019003
S	Tco_019004
C	Tco_019005
F	Tco_019006
S	Tco_019007
S	Tco_019008
K	Tco_019009
S	Tco_019010
S	Tco_019011
L	Tco_019012
UY	Tco_019013
O	Tco_019014
O	Tco_019015
U	Tco_019016
L	Tco_019017
BD	Tco_019018
K	Tco_019019
S	Tco_019020
I	Tco_019021
B	Tco_019022
K	Tco_019023
S	Tco_019024
DKT	Tco_019025
M	Tco_019026
T	Tco_019027
OT	Tco_019028
O	Tco_019029
S	Tco_019030
S	Tco_019032
Z	Tco_019033
I	Tco_019034
A	Tco_019035
A	Tco_019036
S	Tco_019037
I	Tco_019039
S	Tco_019040
I	Tco_019041
P	Tco_019043
S	Tco_019044
S	Tco_019045
P	Tco_019046
Z	Tco_019047
T	Tco_019048
S	Tco_019051
J	Tco_019055
O	Tco_019056
K	Tco_019059
KT	Tco_019061
M	Tco_019062
K	Tco_019065
K	Tco_019066
S	Tco_019069
S	Tco_019070
ET	Tco_019071
S	Tco_019073
T	Tco_019074
D	Tco_019075
S	Tco_019076
T	Tco_019077
J	Tco_019078
O	Tco_019079
P	Tco_019080
O	Tco_019081
J	Tco_019082
C	Tco_019083
T	Tco_019085
S	Tco_019087
S	Tco_019088
S	Tco_019089
A	Tco_019090
K	Tco_019091
E	Tco_019092
U	Tco_019093
B	Tco_019095
K	Tco_019096
O	Tco_019097
F	Tco_019098
F	Tco_019099
M	Tco_019100
K	Tco_019101
S	Tco_019102
S	Tco_019103
S	Tco_019104
T	Tco_019105
T	Tco_019109
U	Tco_019110
S	Tco_019112
O	Tco_019113
J	Tco_019114
T	Tco_019116
A	Tco_019117
S	Tco_019118
T	Tco_019121
UY	Tco_019122
TZ	Tco_019125
TZ	Tco_019126
Q	Tco_019127
G	Tco_019128
O	Tco_019129
T	Tco_019131
U	Tco_019139
K	Tco_019140
S	Tco_019141
O	Tco_019142
S	Tco_019145
K	Tco_019147
HMU	Tco_019148
S	Tco_019151
S	Tco_019152
S	Tco_019155
U	Tco_019156
OT	Tco_019157
S	Tco_019158
S	Tco_019159
T	Tco_019160
T	Tco_019161
TV	Tco_019163
TV	Tco_019164
K	Tco_019165
B	Tco_019166
A	Tco_019167
T	Tco_019168
O	Tco_019169
I	Tco_019170
C	Tco_019171
S	Tco_019172
B	Tco_019173
O	Tco_019174
G	Tco_019175
S	Tco_019176
T	Tco_019178
S	Tco_019179
J	Tco_019182
S	Tco_019183
U	Tco_019184
E	Tco_019187
S	Tco_019189
I	Tco_019191
I	Tco_019195
S	Tco_019199
K	Tco_019200
K	Tco_019205
AT	Tco_019207
K	Tco_019209
K	Tco_019212
K	Tco_019213
S	Tco_019214
T	Tco_019215
D	Tco_019216
I	Tco_019217
I	Tco_019220
C	Tco_019221
T	Tco_019222
A	Tco_019223
H	Tco_019224
K	Tco_019225
O	Tco_019226
U	Tco_019227
K	Tco_019228
K	Tco_019229
O	Tco_019230
A	Tco_019231
S	Tco_019232
EIOV	Tco_019233
S	Tco_019236
O	Tco_019237
P	Tco_019238
A	Tco_019239
D	Tco_019240
T	Tco_019241
O	Tco_019244
T	Tco_019245
S	Tco_019246
P	Tco_019247
S	Tco_019250
K	Tco_019251
J	Tco_019252
J	Tco_019253
O	Tco_019254
S	Tco_019257
S	Tco_019258
L	Tco_019259
S	Tco_019260
S	Tco_019261
PQ	Tco_019263
E	Tco_019264
F	Tco_019268
T	Tco_019269
S	Tco_019270
O	Tco_019271
O	Tco_019272
PQ	Tco_019273
O	Tco_019279
S	Tco_019280
S	Tco_019281
U	Tco_019282
OT	Tco_019283
O	Tco_019284
S	Tco_019285
U	Tco_019286
S	Tco_019287
A	Tco_019288
Z	Tco_019290
Z	Tco_019291
O	Tco_019292
O	Tco_019293
A	Tco_019296
S	Tco_019298
P	Tco_019300
T	Tco_019302
O	Tco_019304
O	Tco_019305
K	Tco_019308
O	Tco_019309
O	Tco_019310
O	Tco_019312
S	Tco_019313
M	Tco_019314
S	Tco_019317
T	Tco_019320
A	Tco_019322
L	Tco_019323
S	Tco_019325
S	Tco_019326
K	Tco_019329
K	Tco_019331
S	Tco_019336
S	Tco_019338
M	Tco_019339
C	Tco_019340
J	Tco_019341
S	Tco_019342
S	Tco_019343
S	Tco_019344
A	Tco_019346
K	Tco_019347
U	Tco_019348
S	Tco_019349
Q	Tco_019350
K	Tco_019351
S	Tco_019352
I	Tco_019353
A	Tco_019354
S	Tco_019356
S	Tco_019357
S	Tco_019359
A	Tco_019360
J	Tco_019361
O	Tco_019362
O	Tco_019363
A	Tco_019364
D	Tco_019365
S	Tco_019366
S	Tco_019367
S	Tco_019368
V	Tco_019370
S	Tco_019371
Q	Tco_019372
Q	Tco_019373
P	Tco_019374
S	Tco_019376
I	Tco_019377
HMU	Tco_019378
S	Tco_019379
BK	Tco_019380
S	Tco_019381
GOU	Tco_019382
T	Tco_019383
B	Tco_019384
S	Tco_019385
T	Tco_019386
P	Tco_019387
U	Tco_019388
K	Tco_019389
D	Tco_019390
S	Tco_019391
C	Tco_019392
C	Tco_019393
Z	Tco_019394
A	Tco_019395
U	Tco_019396
S	Tco_019397
S	Tco_019398
J	Tco_019399
K	Tco_019400
K	Tco_019401
S	Tco_019402
E	Tco_019403
K	Tco_019404
L	Tco_019405
T	Tco_019406
L	Tco_019407
T	Tco_019409
T	Tco_019410
T	Tco_019411
BK	Tco_019412
BK	Tco_019417
S	Tco_019418
S	Tco_019419
KL	Tco_019422
P	Tco_019424
H	Tco_019425
G	Tco_019427
T	Tco_019429
S	Tco_019430
T	Tco_019431
VW	Tco_019432
U	Tco_019433
L	Tco_019434
A	Tco_019435
S	Tco_019436
T	Tco_019437
S	Tco_019438
G	Tco_019439
H	Tco_019440
S	Tco_019441
Q	Tco_019448
S	Tco_019449
Q	Tco_019450
F	Tco_019451
S	Tco_019454
G	Tco_019455
TZ	Tco_019456
I	Tco_019456
O	Tco_019457
J	Tco_019459
T	Tco_019460
O	Tco_019461
G	Tco_019462
P	Tco_019463
T	Tco_019464
Q	Tco_019465
IT	Tco_019466
IT	Tco_019468
IT	Tco_019471
IT	Tco_019472
L	Tco_019474
S	Tco_019475
S	Tco_019479
T	Tco_019480
I	Tco_019481
I	Tco_019483
I	Tco_019484
I	Tco_019485
I	Tco_019487
I	Tco_019488
S	Tco_019490
T	Tco_019495
L	Tco_019496
S	Tco_019497
S	Tco_019499
I	Tco_019500
O	Tco_019501
O	Tco_019502
J	Tco_019503
T	Tco_019504
B	Tco_019505
B	Tco_019506
P	Tco_019508
J	Tco_019509
K	Tco_019510
S	Tco_019510
D	Tco_019511
S	Tco_019512
O	Tco_019513
G	Tco_019514
A	Tco_019515
O	Tco_019517
O	Tco_019518
A	Tco_019519
S	Tco_019520
T	Tco_019521
OU	Tco_019522
T	Tco_019523
S	Tco_019530
T	Tco_019533
T	Tco_019538
O	Tco_019539
O	Tco_019540
S	Tco_019541
OT	Tco_019542
O	Tco_019543
S	Tco_019544
P	Tco_019545
P	Tco_019546
S	Tco_019547
K	Tco_019548
S	Tco_019549
S	Tco_019550
S	Tco_019551
O	Tco_019552
S	Tco_019553
U	Tco_019555
S	Tco_019559
S	Tco_019560
O	Tco_019561
O	Tco_019562
G	Tco_019563
TW	Tco_019564
O	Tco_019565
O	Tco_019566
O	Tco_019567
O	Tco_019568
O	Tco_019569
O	Tco_019570
T	Tco_019571
T	Tco_019572
P	Tco_019573
TW	Tco_019574
TW	Tco_019578
TW	Tco_019579
TW	Tco_019580
O	Tco_019581
O	Tco_019582
G	Tco_019583
TU	Tco_019584
K	Tco_019585
O	Tco_019586
ADK	Tco_019587
O	Tco_019588
L	Tco_019589
I	Tco_019590
W	Tco_019591
L	Tco_019592
F	Tco_019593
O	Tco_019594
GO	Tco_019595
O	Tco_019596
O	Tco_019597
O	Tco_019598
O	Tco_019599
O	Tco_019600
O	Tco_019601
O	Tco_019602
O	Tco_019603
O	Tco_019604
O	Tco_019605
E	Tco_019606
PT	Tco_019608
S	Tco_019609
DKT	Tco_019610
N	Tco_019611
S	Tco_019612
O	Tco_019613
DO	Tco_019614
KL	Tco_019615
P	Tco_019616
PT	Tco_019617
Q	Tco_019620
Q	Tco_019621
Q	Tco_019622
Q	Tco_019623
Q	Tco_019624
Q	Tco_019627
Q	Tco_019628
L	Tco_019629
Q	Tco_019630
Q	Tco_019631
Q	Tco_019632
S	Tco_019634
O	Tco_019635
E	Tco_019637
E	Tco_019639
D	Tco_019659
S	Tco_019660
K	Tco_019661
S	Tco_019662
T	Tco_019663
T	Tco_019664
T	Tco_019665
S	Tco_019668
S	Tco_019669
C	Tco_019670
K	Tco_019672
L	Tco_019673
Q	Tco_019676
Q	Tco_019677
VW	Tco_019678
T	Tco_019679
S	Tco_019684
T	Tco_019685
T	Tco_019686
S	Tco_019687
S	Tco_019688
G	Tco_019689
S	Tco_019691
Z	Tco_019694
T	Tco_019695
S	Tco_019696
S	Tco_019697
E	Tco_019698
S	Tco_019699
S	Tco_019700
S	Tco_019702
C	Tco_019703
J	Tco_019704
S	Tco_019705
L	Tco_019706
U	Tco_019707
S	Tco_019708
S	Tco_019709
S	Tco_019710
S	Tco_019711
S	Tco_019712
Q	Tco_019713
S	Tco_019714
J	Tco_019715
K	Tco_019717
K	Tco_019718
K	Tco_019719
E	Tco_019720
G	Tco_019721
A	Tco_019724
BK	Tco_019725
O	Tco_019727
T	Tco_019728
O	Tco_019729
J	Tco_019730
S	Tco_019731
S	Tco_019732
A	Tco_019733
L	Tco_019735
K	Tco_019737
T	Tco_019738
ADK	Tco_019739
ADK	Tco_019740
S	Tco_019741
S	Tco_019742
S	Tco_019744
S	Tco_019745
ADK	Tco_019746
M	Tco_019747
P	Tco_019749
K	Tco_019750
K	Tco_019753
K	Tco_019761
G	Tco_019762
S	Tco_019763
S	Tco_019765
W	Tco_019785
C	Tco_019786
S	Tco_019789
T	Tco_019790
S	Tco_019791
S	Tco_019792
W	Tco_019793
S	Tco_019794
C	Tco_019797
T	Tco_019799
T	Tco_019802
T	Tco_019803
T	Tco_019804
T	Tco_019809
T	Tco_019811
T	Tco_019812
S	Tco_019814
V	Tco_019816
V	Tco_019817
L	Tco_019818
T	Tco_019820
T	Tco_019822
O	Tco_019823
D	Tco_019833
J	Tco_019834
J	Tco_019835
C	Tco_019836
T	Tco_019837
E	Tco_019838
O	Tco_019839
U	Tco_019840
S	Tco_019841
S	Tco_019845
IQ	Tco_019846
T	Tco_019847
E	Tco_019849
G	Tco_019850
S	Tco_019851
S	Tco_019853
K	Tco_019860
S	Tco_019887
S	Tco_019888
DT	Tco_019889
DT	Tco_019890
O	Tco_019892
S	Tco_019893
T	Tco_019894
T	Tco_019896
U	Tco_019898
G	Tco_019899
T	Tco_019900
K	Tco_019903
I	Tco_019904
K	Tco_019927
A	Tco_019931
D	Tco_019933
C	Tco_019934
A	Tco_019935
S	Tco_019938
I	Tco_019939
C	Tco_019940
K	Tco_019941
C	Tco_019942
TZ	Tco_019943
C	Tco_019952
J	Tco_019953
S	Tco_019954
S	Tco_019955
K	Tco_019960
A	Tco_019966
O	Tco_019972
P	Tco_019973
O	Tco_019975
P	Tco_019976
P	Tco_019978
E	Tco_020012
S	Tco_020013
A	Tco_020014
T	Tco_020015
S	Tco_020017
S	Tco_020018
PT	Tco_020019
PT	Tco_020020
E	Tco_020023
H	Tco_020024
O	Tco_020025
O	Tco_020026
O	Tco_020035
S	Tco_020036
S	Tco_020037
K	Tco_020044
S	Tco_020046
S	Tco_020060
T	Tco_020061
A	Tco_020062
S	Tco_020063
O	Tco_020064
S	Tco_020068
O	Tco_020070
S	Tco_020072
S	Tco_020076
K	Tco_020079
O	Tco_020080
K	Tco_020081
S	Tco_020082
V	Tco_020085
S	Tco_020086
S	Tco_020087
S	Tco_020088
O	Tco_020089
O	Tco_020092
O	Tco_020093
EPT	Tco_020094
T	Tco_020096
T	Tco_020097
T	Tco_020102
T	Tco_020121
T	Tco_020122
T	Tco_020125
T	Tco_020129
