KEGG	Genes
ko01212	Tco_012064
ko04152	Tco_012064
ko04910	Tco_012064
ko00061	Tco_012066
ko01100	Tco_012066
ko01212	Tco_012066
ko04152	Tco_012066
ko04910	Tco_012066
ko00061	Tco_012068
ko01100	Tco_012068
ko01212	Tco_012068
ko04152	Tco_012068
ko04910	Tco_012068
ko00061	Tco_012070
ko01100	Tco_012070
ko01212	Tco_012070
ko04152	Tco_012070
ko04910	Tco_012070
ko00061	Tco_012071
ko01100	Tco_012071
ko01212	Tco_012071
ko04152	Tco_012071
ko04910	Tco_012071
ko00061	Tco_012073
ko01100	Tco_012073
ko01212	Tco_012073
ko04152	Tco_012073
ko04910	Tco_012073
ko00061	Tco_012074
ko01100	Tco_012074
ko01212	Tco_012074
ko04152	Tco_012074
ko04910	Tco_012074
ko00061	Tco_012075
ko01100	Tco_012075
ko01212	Tco_012075
ko04152	Tco_012075
ko04910	Tco_012075
ko00061	Tco_012077
ko01100	Tco_012077
ko01212	Tco_012077
ko04152	Tco_012077
ko04910	Tco_012077
ko04024	Tco_012086
ko05016	Tco_012103
ko04013	Tco_012105
ko04217	Tco_012105
ko04380	Tco_012105
ko04622	Tco_012105
ko00190	Tco_012111
ko01100	Tco_012111
ko02020	Tco_012111
ko04260	Tco_012111
ko04714	Tco_012111
ko04932	Tco_012111
ko05010	Tco_012111
ko05012	Tco_012111
ko05016	Tco_012111
ko04520	Tco_012113
ko04910	Tco_012113
ko04931	Tco_012113
ko04144	Tco_012121
ko04217	Tco_012121
ko03018	Tco_012123
ko00480	Tco_012124
ko05200	Tco_012139
ko05202	Tco_012139
ko05221	Tco_012139
ko04146	Tco_012141
ko04141	Tco_012144
ko05160	Tco_012144
ko05162	Tco_012144
ko05164	Tco_012144
ko05168	Tco_012144
ko05169	Tco_012144
ko04138	Tco_012145
ko04140	Tco_012145
ko04141	Tco_012145
ko05160	Tco_012145
ko05162	Tco_012145
ko05164	Tco_012145
ko05168	Tco_012145
ko05169	Tco_012145
ko04138	Tco_012146
ko04140	Tco_012146
ko04141	Tco_012146
ko05160	Tco_012146
ko05162	Tco_012146
ko05164	Tco_012146
ko05168	Tco_012146
ko05169	Tco_012146
ko03013	Tco_012162
ko00040	Tco_012174
ko01100	Tco_012174
ko04020	Tco_012175
ko04022	Tco_012175
ko04371	Tco_012175
ko04740	Tco_012175
ko04974	Tco_012175
ko00511	Tco_012178
ko05010	Tco_012179
ko03040	Tco_012183
ko05322	Tco_012183
ko00051	Tco_012184
ko00520	Tco_012184
ko01100	Tco_012184
ko04014	Tco_012188
ko04015	Tco_012188
ko04016	Tco_012188
ko04020	Tco_012188
ko04022	Tco_012188
ko04024	Tco_012188
ko04070	Tco_012188
ko04114	Tco_012188
ko04218	Tco_012188
ko04261	Tco_012188
ko04270	Tco_012188
ko04371	Tco_012188
ko04626	Tco_012188
ko04713	Tco_012188
ko04720	Tco_012188
ko04722	Tco_012188
ko04728	Tco_012188
ko04740	Tco_012188
ko04744	Tco_012188
ko04745	Tco_012188
ko04750	Tco_012188
ko04910	Tco_012188
ko04912	Tco_012188
ko04915	Tco_012188
ko04916	Tco_012188
ko04921	Tco_012188
ko04922	Tco_012188
ko04924	Tco_012188
ko04925	Tco_012188
ko04970	Tco_012188
ko04971	Tco_012188
ko05010	Tco_012188
ko05031	Tco_012188
ko05034	Tco_012188
ko05133	Tco_012188
ko05152	Tco_012188
ko05167	Tco_012188
ko05200	Tco_012188
ko05214	Tco_012188
ko05418	Tco_012188
ko03013	Tco_012194
ko00020	Tco_012196
ko00630	Tco_012196
ko00720	Tco_012196
ko01100	Tco_012196
ko01110	Tco_012196
ko01120	Tco_012196
ko01130	Tco_012196
ko01200	Tco_012196
ko01210	Tco_012196
ko01230	Tco_012196
ko00190	Tco_012197
ko00860	Tco_012197
ko01100	Tco_012197
ko01110	Tco_012197
ko04714	Tco_012197
ko04144	Tco_012200
ko04666	Tco_012200
ko04810	Tco_012200
ko05100	Tco_012200
ko05130	Tco_012200
ko05131	Tco_012200
ko05132	Tco_012200
ko03013	Tco_012206
ko00511	Tco_012207
ko04713	Tco_012208
ko04934	Tco_012208
ko04910	Tco_012214
ko04931	Tco_012214
ko04658	Tco_012225
ko04930	Tco_012225
ko04950	Tco_012225
ko05202	Tco_012225
ko05321	Tco_012225
ko04217	Tco_012227
ko04621	Tco_012227
ko04141	Tco_012229
ko05160	Tco_012229
ko05162	Tco_012229
ko05164	Tco_012229
ko05168	Tco_012229
ko05169	Tco_012229
ko04979	Tco_012232
ko00190	Tco_012242
ko01100	Tco_012242
ko04714	Tco_012242
ko04723	Tco_012242
ko04932	Tco_012242
ko05010	Tco_012242
ko05012	Tco_012242
ko05016	Tco_012242
ko04015	Tco_012243
ko04144	Tco_012243
ko04360	Tco_012243
ko04390	Tco_012243
ko04391	Tco_012243
ko04530	Tco_012243
ko05165	Tco_012243
ko00563	Tco_012244
ko01100	Tco_012244
ko03013	Tco_012246
ko03040	Tco_012247
ko05322	Tco_012247
ko04962	Tco_012251
ko04976	Tco_012251
ko05231	Tco_012253
ko04022	Tco_012254
ko04024	Tco_012254
ko04740	Tco_012254
ko04744	Tco_012254
ko04391	Tco_012261
ko00230	Tco_012262
ko01522	Tco_012262
ko04015	Tco_012262
ko04020	Tco_012262
ko04022	Tco_012262
ko04024	Tco_012262
ko04062	Tco_012262
ko04072	Tco_012262
ko04114	Tco_012262
ko04211	Tco_012262
ko04213	Tco_012262
ko04261	Tco_012262
ko04270	Tco_012262
ko04371	Tco_012262
ko04540	Tco_012262
ko04611	Tco_012262
ko04713	Tco_012262
ko04714	Tco_012262
ko04723	Tco_012262
ko04724	Tco_012262
ko04725	Tco_012262
ko04727	Tco_012262
ko04750	Tco_012262
ko04911	Tco_012262
ko04912	Tco_012262
ko04913	Tco_012262
ko04914	Tco_012262
ko04915	Tco_012262
ko04916	Tco_012262
ko04918	Tco_012262
ko04921	Tco_012262
ko04922	Tco_012262
ko04923	Tco_012262
ko04925	Tco_012262
ko04926	Tco_012262
ko04927	Tco_012262
ko04934	Tco_012262
ko04970	Tco_012262
ko04971	Tco_012262
ko04972	Tco_012262
ko04976	Tco_012262
ko05032	Tco_012262
ko05166	Tco_012262
ko05200	Tco_012262
ko05414	Tco_012262
ko04391	Tco_012263
ko03460	Tco_012269
ko00564	Tco_012275
ko01100	Tco_012275
ko00190	Tco_012277
ko01100	Tco_012277
ko04714	Tco_012277
ko04723	Tco_012277
ko04932	Tco_012277
ko05010	Tco_012277
ko05012	Tco_012277
ko05016	Tco_012277
ko00440	Tco_012278
ko00564	Tco_012278
ko01100	Tco_012278
ko04010	Tco_012287
ko04020	Tco_012287
ko04713	Tco_012287
ko04925	Tco_012287
ko04927	Tco_012287
ko04930	Tco_012287
ko04934	Tco_012287
ko03008	Tco_012293
ko00040	Tco_012297
ko00051	Tco_012297
ko00052	Tco_012297
ko00561	Tco_012297
ko00790	Tco_012297
ko01100	Tco_012297
ko00250	Tco_012298
ko00280	Tco_012298
ko00410	Tco_012298
ko00640	Tco_012298
ko00650	Tco_012298
ko01100	Tco_012298
ko01120	Tco_012298
ko04727	Tco_012298
ko00250	Tco_012299
ko00280	Tco_012299
ko00410	Tco_012299
ko00640	Tco_012299
ko00650	Tco_012299
ko01100	Tco_012299
ko01120	Tco_012299
ko04727	Tco_012299
ko00260	Tco_012300
ko00330	Tco_012300
ko00340	Tco_012300
ko00350	Tco_012300
ko00360	Tco_012300
ko00380	Tco_012300
ko00950	Tco_012300
ko00982	Tco_012300
ko01100	Tco_012300
ko01110	Tco_012300
ko04726	Tco_012300
ko04728	Tco_012300
ko05030	Tco_012300
ko05031	Tco_012300
ko05034	Tco_012300
ko04120	Tco_012302
ko03013	Tco_012303
ko03015	Tco_012303
ko03040	Tco_012303
ko05168	Tco_012303
ko03013	Tco_012307
ko03015	Tco_012307
ko05110	Tco_012308
ko01100	Tco_012309
ko04136	Tco_012322
ko04138	Tco_012322
ko04140	Tco_012322
ko04150	Tco_012322
ko04151	Tco_012322
ko04714	Tco_012322
ko04136	Tco_012326
ko04138	Tco_012326
ko04140	Tco_012326
ko00260	Tco_012327
ko00460	Tco_012327
ko00630	Tco_012327
ko00670	Tco_012327
ko00680	Tco_012327
ko01100	Tco_012327
ko01110	Tco_012327
ko01120	Tco_012327
ko01130	Tco_012327
ko01200	Tco_012327
ko01230	Tco_012327
ko01523	Tco_012327
ko04113	Tco_012329
ko03410	Tco_012331
ko03420	Tco_012332
ko03030	Tco_012334
ko03410	Tco_012334
ko03420	Tco_012334
ko03430	Tco_012334
ko04013	Tco_012334
ko04214	Tco_012334
ko04215	Tco_012334
ko04391	Tco_012334
ko00563	Tco_012337
ko01100	Tco_012337
ko03410	Tco_012340
ko03040	Tco_012347
ko05202	Tco_012347
ko05205	Tco_012347
ko03050	Tco_012355
ko05169	Tco_012355
ko04144	Tco_012359
ko04217	Tco_012359
ko00190	Tco_012360
ko01100	Tco_012360
ko04714	Tco_012360
ko04010	Tco_012361
ko04013	Tco_012361
ko04014	Tco_012361
ko04015	Tco_012361
ko04024	Tco_012361
ko04062	Tco_012361
ko04071	Tco_012361
ko04145	Tco_012361
ko04151	Tco_012361
ko04310	Tco_012361
ko04360	Tco_012361
ko04370	Tco_012361
ko04380	Tco_012361
ko04510	Tco_012361
ko04520	Tco_012361
ko04530	Tco_012361
ko04620	Tco_012361
ko04650	Tco_012361
ko04662	Tco_012361
ko04664	Tco_012361
ko04666	Tco_012361
ko04670	Tco_012361
ko04722	Tco_012361
ko04810	Tco_012361
ko04932	Tco_012361
ko04933	Tco_012361
ko04972	Tco_012361
ko05014	Tco_012361
ko05100	Tco_012361
ko05120	Tco_012361
ko05131	Tco_012361
ko05132	Tco_012361
ko05167	Tco_012361
ko05200	Tco_012361
ko05203	Tco_012361
ko05205	Tco_012361
ko05210	Tco_012361
ko05211	Tco_012361
ko05212	Tco_012361
ko05231	Tco_012361
ko05416	Tco_012361
ko05418	Tco_012361
ko05034	Tco_012363
ko05202	Tco_012363
ko05322	Tco_012363
ko04072	Tco_012364
ko04144	Tco_012364
ko05034	Tco_012367
ko05202	Tco_012367
ko05322	Tco_012367
ko05202	Tco_012368
ko03015	Tco_012370
ko04022	Tco_012370
ko04024	Tco_012370
ko04113	Tco_012370
ko04114	Tco_012370
ko04218	Tco_012370
ko04261	Tco_012370
ko04270	Tco_012370
ko04390	Tco_012370
ko04510	Tco_012370
ko04611	Tco_012370
ko04720	Tco_012370
ko04728	Tco_012370
ko04750	Tco_012370
ko04810	Tco_012370
ko04910	Tco_012370
ko04921	Tco_012370
ko04931	Tco_012370
ko05031	Tco_012370
ko05034	Tco_012370
ko05168	Tco_012370
ko05205	Tco_012370
ko00601	Tco_012371
ko00603	Tco_012371
ko01100	Tco_012371
ko04068	Tco_012372
ko05168	Tco_012372
ko05169	Tco_012372
ko05203	Tco_012372
ko04520	Tco_012374
ko04810	Tco_012374
ko03040	Tco_012375
ko04260	Tco_012377
ko04261	Tco_012377
ko04530	Tco_012377
ko05416	Tco_012377
ko03460	Tco_012379
ko04150	Tco_012379
ko00190	Tco_012380
ko01100	Tco_012380
ko04714	Tco_012380
ko04723	Tco_012380
ko04932	Tco_012380
ko05010	Tco_012380
ko05012	Tco_012380
ko05016	Tco_012380
ko04141	Tco_012392
ko03010	Tco_012395
ko00190	Tco_012396
ko01100	Tco_012396
ko04260	Tco_012396
ko04714	Tco_012396
ko04932	Tco_012396
ko05010	Tco_012396
ko05012	Tco_012396
ko05016	Tco_012396
ko05100	Tco_012401
ko03015	Tco_012403
ko00230	Tco_012404
ko00240	Tco_012404
ko01521	Tco_012407
ko01522	Tco_012407
ko04010	Tco_012407
ko04012	Tco_012407
ko04013	Tco_012407
ko04014	Tco_012407
ko04062	Tco_012407
ko04068	Tco_012407
ko04072	Tco_012407
ko04150	Tco_012407
ko04151	Tco_012407
ko04320	Tco_012407
ko04380	Tco_012407
ko04510	Tco_012407
ko04540	Tco_012407
ko04550	Tco_012407
ko04630	Tco_012407
ko04650	Tco_012407
ko04660	Tco_012407
ko04662	Tco_012407
ko04664	Tco_012407
ko04714	Tco_012407
ko04722	Tco_012407
ko04910	Tco_012407
ko04912	Tco_012407
ko04915	Tco_012407
ko04917	Tco_012407
ko04926	Tco_012407
ko05034	Tco_012407
ko05160	Tco_012407
ko05161	Tco_012407
ko05165	Tco_012407
ko05200	Tco_012407
ko05203	Tco_012407
ko05205	Tco_012407
ko05206	Tco_012407
ko05210	Tco_012407
ko05211	Tco_012407
ko05213	Tco_012407
ko05214	Tco_012407
ko05215	Tco_012407
ko05220	Tco_012407
ko05221	Tco_012407
ko05223	Tco_012407
ko05224	Tco_012407
ko05225	Tco_012407
ko05226	Tco_012407
ko05231	Tco_012407
ko04120	Tco_012413
ko04141	Tco_012413
ko04630	Tco_012417
ko04910	Tco_012417
ko04917	Tco_012417
ko04930	Tco_012417
ko04068	Tco_012419
ko04136	Tco_012419
ko04138	Tco_012419
ko04140	Tco_012419
ko04621	Tco_012419
ko04622	Tco_012419
ko04136	Tco_012423
ko04138	Tco_012423
ko04140	Tco_012423
ko04150	Tco_012423
ko04151	Tco_012423
ko04152	Tco_012423
ko04211	Tco_012423
ko04213	Tco_012423
ko04714	Tco_012423
ko04910	Tco_012423
ko05206	Tco_012423
ko03040	Tco_012430
ko04010	Tco_012431
ko04013	Tco_012431
ko04015	Tco_012431
ko04218	Tco_012431
ko04620	Tco_012431
ko04624	Tco_012431
ko04664	Tco_012431
ko04668	Tco_012431
ko04714	Tco_012431
ko04750	Tco_012431
ko04912	Tco_012431
ko05014	Tco_012431
ko05145	Tco_012431
ko05164	Tco_012431
ko05169	Tco_012431
ko03015	Tco_012434
ko03410	Tco_012436
ko04114	Tco_012438
ko04914	Tco_012438
ko00561	Tco_012441
ko00830	Tco_012441
ko01100	Tco_012441
ko04975	Tco_012441
ko04141	Tco_012450
ko05014	Tco_012450
ko03040	Tco_012451
ko05322	Tco_012451
ko00563	Tco_012457
ko01100	Tco_012457
ko03015	Tco_012458
ko05164	Tco_012458
ko00900	Tco_012504
ko01100	Tco_012504
ko01110	Tco_012504
ko01130	Tco_012504
ko04530	Tco_012506
ko05100	Tco_012506
ko05130	Tco_012506
ko05131	Tco_012506
ko05205	Tco_012506
ko04141	Tco_012509
ko04120	Tco_012513
ko00564	Tco_012521
ko00230	Tco_012529
ko00240	Tco_012529
ko01100	Tco_012529
ko03030	Tco_012529
ko03410	Tco_012529
ko03420	Tco_012529
ko03430	Tco_012529
ko03440	Tco_012529
ko05166	Tco_012529
ko04950	Tco_012530
ko03018	Tco_012532
ko00534	Tco_012534
ko00534	Tco_012536
ko00620	Tco_012548
ko04146	Tco_012551
ko00520	Tco_012553
ko01100	Tco_012553
ko03018	Tco_012555
ko03040	Tco_012558
ko00190	Tco_012570
ko01100	Tco_012570
ko04260	Tco_012570
ko04714	Tco_012570
ko04932	Tco_012570
ko05010	Tco_012570
ko05012	Tco_012570
ko05016	Tco_012570
ko03010	Tco_012574
ko03010	Tco_012575
ko03010	Tco_012579
ko00600	Tco_012580
ko01100	Tco_012580
ko04020	Tco_012580
ko04071	Tco_012580
ko04072	Tco_012580
ko04370	Tco_012580
ko04371	Tco_012580
ko04666	Tco_012580
ko05152	Tco_012580
ko04722	Tco_012593
ko04212	Tco_012595
ko05202	Tco_012600
ko05016	Tco_012602
ko05016	Tco_012603
ko04150	Tco_012604
ko05230	Tco_012604
ko00230	Tco_012607
ko00564	Tco_012608
ko04142	Tco_012608
ko00531	Tco_012611
ko01100	Tco_012611
ko04142	Tco_012611
ko05225	Tco_012617
ko04350	Tco_012624
ko04390	Tco_012624
ko04391	Tco_012624
ko04550	Tco_012624
ko05202	Tco_012624
ko04014	Tco_012632
ko04014	Tco_012633
ko04139	Tco_012634
ko00071	Tco_012636
ko04146	Tco_012636
ko00521	Tco_012647
ko00562	Tco_012647
ko01100	Tco_012647
ko04070	Tco_012647
ko00190	Tco_012654
ko01100	Tco_012654
ko04142	Tco_012654
ko04145	Tco_012654
ko04721	Tco_012654
ko04966	Tco_012654
ko05110	Tco_012654
ko05120	Tco_012654
ko05152	Tco_012654
ko05203	Tco_012654
ko05323	Tco_012654
ko00270	Tco_012655
ko01100	Tco_012655
ko00230	Tco_012658
ko02025	Tco_012658
ko04113	Tco_012658
ko04213	Tco_012658
ko01522	Tco_012661
ko04110	Tco_012661
ko04218	Tco_012661
ko04350	Tco_012661
ko04934	Tco_012661
ko05161	Tco_012661
ko05166	Tco_012661
ko05167	Tco_012661
ko05200	Tco_012661
ko05206	Tco_012661
ko05212	Tco_012661
ko05214	Tco_012661
ko05215	Tco_012661
ko05218	Tco_012661
ko05219	Tco_012661
ko05220	Tco_012661
ko05222	Tco_012661
ko05223	Tco_012661
ko05224	Tco_012661
ko05225	Tco_012661
ko05226	Tco_012661
ko04013	Tco_012664
ko04120	Tco_012667
ko00230	Tco_012668
ko00240	Tco_012668
ko01100	Tco_012668
ko03020	Tco_012668
ko05016	Tco_012668
ko05169	Tco_012668
ko04015	Tco_012670
ko04062	Tco_012670
ko04510	Tco_012670
ko04670	Tco_012670
ko04810	Tco_012670
ko05100	Tco_012670
ko00562	Tco_012679
ko01100	Tco_012679
ko04070	Tco_012679
ko00240	Tco_012680
ko01100	Tco_012680
ko03013	Tco_012698
ko04011	Tco_012698
ko04111	Tco_012698
ko03008	Tco_012703
ko04141	Tco_012706
ko03013	Tco_012708
ko03015	Tco_012708
ko03040	Tco_012708
ko04122	Tco_012710
ko03030	Tco_012711
ko03410	Tco_012711
ko03450	Tco_012711
ko00230	Tco_012717
ko01100	Tco_012717
ko03013	Tco_012718
ko04141	Tco_012718
ko04150	Tco_012718
ko03050	Tco_012726
ko00190	Tco_012727
ko01100	Tco_012727
ko04714	Tco_012727
ko04723	Tco_012727
ko04932	Tco_012727
ko05010	Tco_012727
ko05012	Tco_012727
ko05016	Tco_012727
ko04624	Tco_012728
ko00740	Tco_012740
ko01100	Tco_012740
ko01110	Tco_012740
ko03040	Tco_012741
ko00480	Tco_012743
ko00790	Tco_012743
ko00980	Tco_012743
ko00982	Tco_012743
ko00983	Tco_012743
ko01524	Tco_012743
ko05200	Tco_012743
ko05204	Tco_012743
ko05225	Tco_012743
ko05418	Tco_012743
ko00480	Tco_012744
ko00790	Tco_012744
ko00980	Tco_012744
ko00982	Tco_012744
ko00983	Tco_012744
ko01524	Tco_012744
ko05200	Tco_012744
ko05204	Tco_012744
ko05225	Tco_012744
ko05418	Tco_012744
ko03040	Tco_012749
ko00270	Tco_012751
ko00480	Tco_012751
ko01100	Tco_012751
ko04216	Tco_012751
ko00520	Tco_012757
ko01100	Tco_012757
ko00230	Tco_012761
ko04022	Tco_012761
ko04024	Tco_012761
ko04270	Tco_012761
ko04714	Tco_012761
ko04921	Tco_012761
ko04923	Tco_012761
ko04924	Tco_012761
ko04925	Tco_012761
ko00230	Tco_012762
ko04022	Tco_012762
ko04024	Tco_012762
ko04270	Tco_012762
ko04714	Tco_012762
ko04921	Tco_012762
ko04923	Tco_012762
ko04924	Tco_012762
ko04925	Tco_012762
ko00230	Tco_012764
ko04022	Tco_012764
ko04024	Tco_012764
ko04270	Tco_012764
ko04714	Tco_012764
ko04921	Tco_012764
ko04923	Tco_012764
ko04924	Tco_012764
ko04925	Tco_012764
ko00230	Tco_012768
ko04064	Tco_012769
ko04214	Tco_012769
ko04217	Tco_012769
ko04621	Tco_012769
ko04657	Tco_012769
ko04668	Tco_012769
ko05168	Tco_012769
ko05169	Tco_012769
ko05200	Tco_012769
ko05203	Tco_012769
ko05222	Tco_012769
ko04080	Tco_012772
ko03420	Tco_012774
ko04722	Tco_012775
ko04962	Tco_012775
ko00052	Tco_012781
ko00500	Tco_012781
ko01100	Tco_012781
ko04142	Tco_012781
ko04973	Tco_012781
ko00052	Tco_012782
ko00500	Tco_012782
ko01100	Tco_012782
ko04142	Tco_012782
ko00790	Tco_012786
ko01523	Tco_012786
ko00790	Tco_012787
ko01523	Tco_012787
ko00564	Tco_012794
ko00565	Tco_012794
ko00590	Tco_012794
ko00591	Tco_012794
ko00592	Tco_012794
ko01100	Tco_012794
ko01110	Tco_012794
ko04014	Tco_012794
ko04270	Tco_012794
ko04972	Tco_012794
ko04975	Tco_012794
ko05202	Tco_012795
ko04962	Tco_012796
ko00510	Tco_012799
ko00513	Tco_012799
ko01100	Tco_012799
ko04152	Tco_012800
ko04921	Tco_012800
ko04340	Tco_012801
ko04390	Tco_012801
ko04540	Tco_012801
ko04710	Tco_012801
ko03010	Tco_012802
ko04024	Tco_012807
ko04080	Tco_012807
ko04971	Tco_012807
ko00230	Tco_012813
ko00240	Tco_012813
ko01100	Tco_012813
ko03030	Tco_012813
ko03410	Tco_012813
ko03420	Tco_012813
ko03430	Tco_012813
ko03440	Tco_012813
ko05166	Tco_012813
ko03010	Tco_012815
ko00190	Tco_012816
ko01100	Tco_012816
ko04714	Tco_012816
ko04723	Tco_012816
ko04932	Tco_012816
ko05010	Tco_012816
ko05012	Tco_012816
ko05016	Tco_012816
ko04137	Tco_012818
ko04137	Tco_012820
ko04072	Tco_012821
ko04115	Tco_012821
ko04140	Tco_012821
ko04150	Tco_012821
ko04151	Tco_012821
ko04152	Tco_012821
ko04211	Tco_012821
ko04218	Tco_012821
ko04714	Tco_012821
ko04910	Tco_012821
ko04919	Tco_012821
ko05165	Tco_012821
ko05231	Tco_012821
ko03440	Tco_012824
ko03460	Tco_012824
ko00230	Tco_012829
ko00240	Tco_012829
ko01100	Tco_012829
ko03020	Tco_012829
ko04623	Tco_012829
ko05169	Tco_012829
ko00230	Tco_012830
ko00240	Tco_012830
ko01100	Tco_012830
ko03020	Tco_012830
ko04623	Tco_012830
ko05169	Tco_012830
ko03010	Tco_012839
ko04140	Tco_012841
ko04141	Tco_012841
ko04210	Tco_012841
ko04932	Tco_012841
ko05010	Tco_012841
ko00564	Tco_012842
ko00565	Tco_012842
ko00590	Tco_012842
ko00591	Tco_012842
ko00592	Tco_012842
ko01100	Tco_012842
ko01110	Tco_012842
ko04014	Tco_012842
ko04270	Tco_012842
ko04972	Tco_012842
ko04975	Tco_012842
ko04010	Tco_012843
ko04064	Tco_012843
ko04380	Tco_012843
ko04620	Tco_012843
ko04621	Tco_012843
ko04668	Tco_012843
ko05140	Tco_012843
ko05145	Tco_012843
ko05168	Tco_012843
ko05169	Tco_012843
ko00520	Tco_012850
ko01100	Tco_012850
ko04014	Tco_012851
ko04015	Tco_012851
ko04024	Tco_012851
ko04080	Tco_012851
ko04713	Tco_012851
ko04720	Tco_012851
ko04724	Tco_012851
ko04728	Tco_012851
ko05010	Tco_012851
ko05014	Tco_012851
ko05016	Tco_012851
ko05030	Tco_012851
ko05031	Tco_012851
ko05033	Tco_012851
ko05034	Tco_012851
ko05322	Tco_012851
ko04910	Tco_012857
ko04910	Tco_012859
ko04144	Tco_012871
ko04360	Tco_012874
ko04360	Tco_012875
ko04130	Tco_012876
ko04141	Tco_012878
ko04144	Tco_012884
ko03008	Tco_012885
ko04350	Tco_012886
ko04350	Tco_012888
ko04390	Tco_012892
ko04391	Tco_012892
ko04530	Tco_012892
ko05165	Tco_012892
ko03450	Tco_012894
ko04110	Tco_012894
ko00563	Tco_012896
ko01100	Tco_012896
ko00563	Tco_012900
ko01100	Tco_012900
ko04150	Tco_012902
ko04150	Tco_012904
ko04010	Tco_012911
ko04022	Tco_012911
ko04071	Tco_012911
ko04072	Tco_012911
ko04270	Tco_012911
ko04730	Tco_012911
ko04810	Tco_012911
ko05200	Tco_012911
ko05231	Tco_012912
ko02010	Tco_012913
ko04146	Tco_012914
ko03013	Tco_012916
ko04064	Tco_012916
ko04120	Tco_012916
ko05206	Tco_012916
ko00230	Tco_012924
ko00232	Tco_012924
ko00983	Tco_012924
ko01100	Tco_012924
ko01110	Tco_012924
ko01120	Tco_012924
ko04146	Tco_012924
ko00230	Tco_012925
ko00232	Tco_012925
ko00983	Tco_012925
ko01100	Tco_012925
ko01110	Tco_012925
ko01120	Tco_012925
ko04146	Tco_012925
ko00340	Tco_012930
ko01100	Tco_012930
ko00480	Tco_012936
ko00590	Tco_012936
ko04918	Tco_012936
ko00140	Tco_012937
ko00380	Tco_012940
ko01100	Tco_012940
ko00190	Tco_012941
ko01100	Tco_012941
ko04714	Tco_012941
ko05010	Tco_012941
ko05012	Tco_012941
ko05016	Tco_012941
ko00010	Tco_012946
ko00270	Tco_012946
ko00620	Tco_012946
ko00640	Tco_012946
ko01100	Tco_012946
ko01110	Tco_012946
ko01120	Tco_012946
ko01130	Tco_012946
ko04922	Tco_012946
ko00511	Tco_012949
ko00513	Tco_012949
ko00520	Tco_012949
ko00531	Tco_012949
ko00603	Tco_012949
ko00604	Tco_012949
ko01100	Tco_012949
ko04142	Tco_012949
ko04973	Tco_012969
ko00564	Tco_012971
ko00565	Tco_012971
ko00590	Tco_012971
ko00591	Tco_012971
ko00592	Tco_012971
ko01100	Tco_012971
ko01110	Tco_012971
ko04014	Tco_012971
ko04270	Tco_012971
ko04750	Tco_012971
ko04970	Tco_012980
ko04978	Tco_012980
ko00514	Tco_012989
ko00052	Tco_012991
ko00520	Tco_012991
ko01100	Tco_012991
ko00230	Tco_013000
ko00250	Tco_013000
ko01100	Tco_013000
ko01110	Tco_013000
ko01130	Tco_013000
ko01524	Tco_013001
ko03320	Tco_013001
ko04011	Tco_013001
ko04068	Tco_013001
ko04071	Tco_013001
ko04140	Tco_013001
ko04150	Tco_013001
ko04151	Tco_013001
ko04152	Tco_013001
ko04210	Tco_013001
ko04510	Tco_013001
ko04660	Tco_013001
ko04664	Tco_013001
ko04722	Tco_013001
ko04910	Tco_013001
ko04919	Tco_013001
ko04931	Tco_013001
ko04960	Tco_013001
ko05145	Tco_013001
ko05160	Tco_013001
ko05205	Tco_013001
ko05213	Tco_013001
